id,source,date,rating,feedback,sentiment,customer_segment,country
232,Support Ticket,2026-02-23,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Neutral,SMB,US
233,App Store Review,2026-02-08,2,"The reporting module feels like an afterthought. We need burndown, velocity, forecast - basic PM stuff.",Negative,Enterprise,Canada
234,Google Play Review,2025-06-28,5,The Slack integration works well for us. Comments sync back both ways.,Positive,SMB,UK
235,NPS Response,2025-08-25,1,Need Microsoft Teams support. We can't get leadership buy-in without it.,Negative,SMB,UK
236,G2 Review,2025-05-16,1,"No snooze, no priority filtering, no smart batching. Notifications are a mess.",Negative,SMB,US
237,App Store Review,2025-07-14,5,"Simple, powerful, does what we need. 10/10 would recommend to any PM.",Positive,Enterprise,India
238,App Store Review,2026-03-27,3,It's okay. The mobile app is mediocre but the web is fine.,Neutral,SMB,India
239,Support Ticket,2026-04-13,,Our enterprise contract should include the Advanced Reporting add-on but it's not showing as enabled. Please check.,Neutral,Enterprise,US
240,App Store Review,2025-10-24,2,Cannot mute specific projects. Cannot schedule quiet hours. Cannot filter by priority. Digital noise.,Negative,SMB,UK
241,G2 Review,2026-01-03,4,The recent AI features are actually useful - auto-summarizing long comment threads saves me 30 mins/day.,Positive,SMB,UK
242,Support Ticket,2025-11-06,,Emails from your app going to spam in Office 365. Any DMARC/DKIM advice?,Negative,SMB,India
243,App Store Review,2026-01-27,2,please add bulk delete for god's sake. my archive is full of cruft,Negative,Startup,US
244,Google Play Review,2026-01-07,5,love love love this tool. my whole startup runs on it,Positive,Startup,UK
245,Support Ticket,2026-03-17,,Search returns no results even when I search for exact task names. Index issue?,Negative,Enterprise,Australia
246,Support Ticket,2026-02-19,,Export to CSV truncates long text fields. Need full content for our audit.,Neutral,SMB,US
247,Google Play Review,2025-04-22,3,It's fine. I wish it were faster but I wish a lot of things.,Neutral,SMB,Australia
248,G2 Review,2025-10-04,3,"been using this for 2 years now and it just keeps getting better, but why is there no github integration? every dev tool has one.",Neutral,SMB,US
249,Support Ticket,2026-02-06,,Export to CSV truncates long text fields. Need full content for our audit.,Neutral,SMB,UK
250,Google Play Review,2025-08-10,3,meh,Neutral,SMB,US
251,Support Ticket,2025-12-27,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Neutral,Startup,UK
252,Google Play Review,2025-07-14,1,why is sso gated behind the top tier?? basic security should not be a premium feature,Negative,SMB,US
253,G2 Review,2026-04-02,2,UI is cluttered and inconsistent. Different panels have different conventions. Confusing.,Negative,SMB,US
254,Support Ticket,2025-12-18,,I was charged twice for my subscription this month. Please refund. Invoice #88231.,Negative,SMB,Canada
255,Google Play Review,2026-03-19,4,The Slack integration works well for us. Comments sync back both ways.,Positive,Startup,US
256,Support Ticket,2025-07-29,,"Mobile app version 4.2.1 crashes on open. iOS 18.3, iPhone 14. Fresh install doesnt fix.",Negative,Startup,US
257,G2 Review,2025-12-12,5,been using this for 2 years now and it just keeps getting better. support team is amazing too 👌,Positive,Startup,Australia
258,App Store Review,2026-03-02,1,Slack integration is bare bones. Can't even create tasks from a message without a clunky form.,Negative,SMB,India
259,Support Ticket,2026-04-17,,Need data export for our compliance team. How long does a full workspace export typically take?,Neutral,Enterprise,US
260,G2 Review,2025-08-08,3,Works fine for basic stuff. Not sure it justifies the price vs. free alternatives.,Neutral,Enterprise,Australia
261,Google Play Review,2026-04-10,2,"Our remote team relies on this daily, but per-seat pricing is punitive when you have contractors who log in once a month. need a viewer tier",Neutral,SMB,Australia
262,App Store Review,2025-11-29,4,Would rate higher if there were more integrations. Would rate lower if it crashed more. So... middle.,Neutral,SMB,Australia
263,App Store Review,2025-04-23,2,I waited 22 seconds for my portfolio view to load yesterday. I actually counted. Something is deeply wrong.,Negative,Startup,India
264,App Store Review,2026-03-13,2,the app is getting slower every month. new 'featrues' but the core is broken,Negative,SMB,US
265,Google Play Review,2026-02-04,2,Customer support is slow. Tickets take 4-5 days for a first response. Unacceptable at our price point.,Negative,Startup,Canada
266,App Store Review,2025-12-28,4,"Dashboards, automations, integrations - it all just works. Really happy customer.",Positive,SMB,India
267,App Store Review,2025-06-15,1,"The notification system is a firehose. Please let me customize per-project, per-event.",Negative,SMB,US
268,Support Ticket,2026-01-12,,"No action needed, just wanted to commend Alex on the support team. Fantastic service.",Positive,Startup,UK
269,NPS Response,2026-04-12,2,Loading spinners everywhere. This used to be snappy - what happened?,Negative,Startup,Australia
270,G2 Review,2025-06-22,3,decent tool. has some rough edges but gets the job done,Neutral,Enterprise,US
271,App Store Review,2025-05-26,2,Performance is a real issue for us. Enterprise boards with thousands of tasks basically crawl.,Negative,SMB,US
272,Support Ticket,2026-01-29,,Gantt/timeline view keeps resetting zoom level on refresh. Annoying but not blocking.,Negative,Enterprise,Canada
273,Support Ticket,2025-12-17,,Custom field formulas returning #ERROR on all rows after yesterday's maintenance. Can someone look into this?,Negative,SMB,US
274,App Store Review,2026-04-13,1,our coo asked for a simple 'completed tasks per team per quarter' report. couldn't do it natively. embarrassing.,Negative,Startup,US
275,App Store Review,2026-04-03,4,It's fine. I wish it were faster but I wish a lot of things.,Neutral,SMB,US
276,Google Play Review,2026-01-23,5,NPS promoter here - I've recommended this to at least 5 other companies.,Positive,Startup,Australia
277,Support Ticket,2026-02-18,,Emails from your app going to spam in Office 365. Any DMARC/DKIM advice?,Negative,Enterprise,India
278,Google Play Review,2025-07-09,4,"love the ui. clean, intuitive, and my non-technical teammates picked it up in a day.",Positive,Enterprise,Australia
279,G2 Review,2025-08-04,5,"5 stars. been a customer for 4 years, they actually listen to feedback",Positive,Startup,US
280,NPS Response,2025-07-09,1,the jira integration constantly breaks our workflow. fields dont map correctly,Negative,Enterprise,US
281,Support Ticket,2025-06-04,,"Mobile app version 4.2.1 crashes on open. iOS 18.3, iPhone 14. Fresh install doesnt fix.",Negative,SMB,US
282,Google Play Review,2025-07-15,1,The 'Business' tier gates the features you actually need. Feels like a bait and switch.,Negative,Enterprise,US
283,Google Play Review,2026-02-05,4,"Moved our entire engineering org over from Jira and productivity measurably increased, but reporting is laughably limited. you can't even group by two fields. forced to export to excel every week.",Neutral,SMB,Canada
284,NPS Response,2025-05-27,2,Bugs go unfixed for months. Feature requests sit in the ideas portal forever. Why bother?,Negative,SMB,UK
285,G2 Review,2025-11-02,2,Still no proper Gantt chart view in 2026. Every PM tool has one. What's the holdup?,Negative,SMB,Australia
286,Google Play Review,2026-01-02,1,the app is getting slower every month. new 'features' but the core is broken Desperately need a 'digest mode' for notifications. Getting pinged 50 times an hour is not productive.,Negative,SMB,UK
287,Support Ticket,2025-04-23,,Closing this ticket - your engineer's fix worked perfectly. Really appreciate the fast turnaround.,Positive,Enterprise,US
288,NPS Response,2026-04-03,2,The recent UI redesign made everything worse. Took me a week to find basic features. Import/export is fine but bulk in-app editing is nonexistent. Major productivity killer.,Negative,Startup,Canada
289,G2 Review,2025-05-31,2,"love love love this tool, but ios app is a mess. notifications come through 2 hours late and half the buttons don't work.",Neutral,Enterprise,US
290,G2 Review,2025-10-31,1,"please, for the love of god, ship a real gantt view with drag-to-reschedule and dependency arrows.",Negative,Startup,Canada
291,App Store Review,2025-11-26,2,Pretty standard project management tool. Has most features you'd expect. That's my take.,Neutral,Startup,US
292,Support Ticket,2025-07-11,,can you push me an invoice with our updated VAT number? current one is wrong,Negative,SMB,UK
293,Support Ticket,2025-07-23,,Please help - I accidentally archived the wrong workspace. Need it restored today.,Negative,Startup,US
294,Google Play Review,2025-10-02,3,"Average tool in a crowded market. You could do worse, you could do better.",Neutral,Enterprise,UK
295,Google Play Review,2026-02-26,2,Our PMO literally cannot use this tool because there's no proper aGntt. Blocker for enterprise adoption.,Negative,Enterprise,Canada
296,Google Play Review,2026-01-20,2,why is sso gated behind the top tier?? basic security should not be a premium feature,Negative,Enterprise,US
297,App Store Review,2026-01-12,5,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,SMB,US
298,G2 Review,2026-02-11,2,"love the ui, but performance regression after the march release. boards that loaded instantly now take 5+ seconds. That's my take.",Neutral,Enterprise,US
299,Google Play Review,2026-03-12,2,"no snooze, no priority filtering, no smart batching. notifications are a mess.",Negative,Enterprise,Australia
300,Support Ticket,2025-11-04,,API rate limits hit within 60 seconds of our nightly sync. Can we get a temporary bump?,Neutral,SMB,US
301,App Store Review,2025-12-25,2,Our COO asked for a simple 'completed tasks per team per quarter' report. Couldn't do it natively. Embarrassing.,Negative,Enterprise,India
302,NPS Response,2025-07-02,4,meh. works. moving on,Neutral,SMB,Canada
303,App Store Review,2025-11-06,4,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,SMB,US
304,App Store Review,2026-02-22,3,Works fine for basic stuff. Not sure it justifies the price vs. free alternatives.,Neutral,Startup,US
305,NPS Response,2025-06-27,1,"The analytics are surface level. Would love time-tracking rollups, estimated vs actual comparison, etc.",Negative,Startup,UK
306,NPS Response,2025-10-08,5,Onboardde our 50-person team in a week. The templates were really helpful.,Positive,Startup,US
307,App Store Review,2025-09-08,1,support ticket #48721 has been open for 3 weeks with zero response. great job team,Negative,SMB,UK
308,App Store Review,2025-09-29,2,"Salesforce integration is listed but it barely works - only syncs contacts, not opportunities.",Negative,Startup,US
309,Support Ticket,2026-03-05,,Our API key suddenly stopped working with 401 errors. Nothing changed on our side.,Neutral,Startup,US
310,Google Play Review,2025-09-27,5,"Dashboards, automations, integrations - it all just works. Really happy customer.",Positive,SMB,US
311,Support Ticket,2026-01-14,,Permissions bug: guests can see private comments. Potential data leak. Please investigate urgently.,Neutral,Startup,UK
312,Support Ticket,2025-08-23,,Export to CSV truncates long text fields. Need full content for our audit.,Negative,SMB,US
313,Google Play Review,2025-07-09,3,does roughly what other tools do. no standout features but no major gaps either,Neutral,Enterprise,UK
